











who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,sturcbo?,rturcbo?,stakeholder?,sown-pref,sown-power,sown-eu,scbo-pref,scbo-power,scbo-eu,stemp-eu,regulator?,rown-pref,rown-power,rown-eu,rcbo-pref,rcbo-power,rcbo-eu,rtemp-eu,scboprefrange1,scboprefrange2,scboprefrange3,scboprefrange4,scboprefrange5,scboprefrange6,scboprefrange7,scboprefrange8,scboprefrange9,scboprefrange10,rcboprefrange1,rcboprefrange2,rcboprefrange3,rcboprefrange4,rcboprefrange5,rcboprefrange6,rcboprefrange7,rcboprefrange8,rcboprefrange9,rcboprefrange10,own-pref,own-power,out-links,in-links,ideo,idatt,ave-id,id2,pref,tpreference,power,prox,proximity,turcbo,salience,im,pent,message,minlen,ran,temp-eu,minpref,own-eu,cbo-pref,cbo-power,cbo-eu,prefrange1,prefrange2,prefrange3,prefrange4,prefrange5,prefrange6,prefrange7,prefrange8,prefrange9,prefrange10,cboprefrange1,cboprefrange2,cboprefrange3,cboprefrange4,cboprefrange5,cboprefrange6,cboprefrange7,cboprefrange8,cboprefrange9,cboprefrange10,projoim
5505,0,0,-118.3574197,33.9640108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.253973712179878,0.0545960138942,0,0,65.37478088210047,0,0,0,19.253973712179878,0.0,0.0545960138942,3.0,0.38507947424359756,0,0.0,0.0,0,0,0,0,0,0,5.4596013894199995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,0,0,-118.250716,34.2347296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.526817404400713,0.351151999824,0,0,60.53751487377543,0,0,0,10.526817404400713,0.0,0.351151999824,5.0,0.21053634808801427,0,0.0,0.0,0,0,0,0,0,0,35.1151999824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,0,0,-118.2300267,34.1169246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01612455900912,0.1743365645704,0,0,63.126350569881005,0,0,0,10.01612455900912,0.0,0.1743365645704,5.0,0.2003224911801824,0,0.0,0.0,0,0,0,0,0,0,17.43365645704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,0,-117.8294513,34.0958306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5636319473171212,0.1848437392552,0,0,55.80283066287277,0,0,0,0.5636319473171212,0.0,0.1848437392552,89.0,0.011272638946342423,0,0.0,0.0,0,0,0,0,0,0,18.48437392552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,-118.0327884,33.9426695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.203206942662152,0.01371430150724,0,0,63.1782225486786,0,0,0,4.203206942662152,0.0,0.01371430150724,12.0,0.08406413885324303,0,0.0,0.0,0,0,0,0,0,0,1.371430150724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,0,0,-117.8768799,34.143294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5397157167432782,0.300535497322,0,0,60.68892662218198,0,0,0,2.5397157167432782,0.0,0.300535497322,20.0,0.050794314334865566,0,0.0,0.0,0,0,0,0,0,0,30.053549732200004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,0,0,-118.1524241,34.0205545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.184116241129235,0.00827850514506,0,0,51.67135299383296,0,0,0,9.184116241129235,0.0,0.00827850514506,6.0,0.1836823248225847,0,0.0,0.0,0,0,0,0,0,0,0.8278505145060001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,0,0,-118.4563079,34.4397515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.346159475035954,0.236052674486,0,0,56.84678100118395,0,0,0,17.346159475035954,0.0,0.236052674486,3.0,0.34692318950071904,0,0.0,0.0,0,0,0,0,0,0,23.6052674486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5656,0,0,-117.6665804,34.0527005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.237952098850555,0.0880300856482,0,0,57.583750495104184,0,0,0,6.237952098850555,0.0,0.0880300856482,9.0,0.1247590419770111,0,0.0,0.0,0,0,0,0,0,0,8.80300856482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,0,0,-117.6655779,34.1178538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68670368940857,0.1352465975594,0,0,62.88485310932812,0,0,0,6.68670368940857,0.0,0.1352465975594,8.0,0.1337340737881714,0,0.0,0.0,0,0,0,0,0,0,13.52465975594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,0,0,-117.7440218,34.487745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.161295073408487,0.0439284123746,0,0,61.64718577458779,0,0,0,11.161295073408487,0.0,0.0439284123746,5.0,0.22322590146816973,0,0.0,0.0,0,0,0,0,0,0,4.39284123746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,0,0,-118.3752487,34.1324408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.89130077040673,0.755296325664,0,0,50.195860999458155,0,0,0,16.89130077040673,0.0,0.755296325664,3.0,0.3378260154081346,0,0.0,0.0,0,0,0,0,0,0,75.5296325664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,0,0,-118.1209453,34.0926021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.044098556830034,0.1337955681412,0,0,68.17484350562614,0,0,0,6.044098556830034,0.0,0.1337955681412,9.0,0.12088197113660068,0,0.0,0.0,0,0,0,0,0,0,13.37955681412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,-118.0481047,34.1020017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.017643069385232,0.240317607474,0,0,92.03479662488296,0,0,0,4.017643069385232,0.0,0.240317607474,13.0,0.08035286138770464,0,0.0,0.0,0,0,0,0,0,0,24.0317607474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,0,-118.2569457,34.0751659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.082821627464826,0.0570653324636,0,0,56.01208098332337,0,0,0,12.082821627464826,0.0,0.0570653324636,5.0,0.2416564325492965,0,0.0,0.0,0,0,0,0,0,0,5.70653324636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5807,0,0,-117.7026743,34.0658794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.147605591323061,0.01139145495882,0,0,48.420855223942986,0,0,0,5.147605591323061,0.0,0.01139145495882,10.0,0.10295211182646122,0,0.0,0.0,0,0,0,0,0,0,1.139145495882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,0,0,-117.8108727,33.9778744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1140987443487154,0.701103975,0,0,64.60163067733143,0,0,0,2.1140987443487154,0.0,0.701103975,24.0,0.042281974886974306,0,0.0,0.0,0,0,0,0,0,0,70.1103975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,0,0,-118.4662053,34.4096158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.655548127005257,0.0871066747472,0,0,62.242735305536876,0,0,0,18.655548127005257,0.0,0.0871066747472,3.0,0.3731109625401051,0,0.0,0.0,0,0,0,0,0,0,8.710667474720001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,0,0,-117.957798,34.0372803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9021481345558129,0.061558915374,0,0,71.53675171680487,0,0,0,0.9021481345558129,0.0,0.061558915374,56.0,0.018042962691116257,0,0.0,0.0,0,0,0,0,0,0,6.1558915374000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,0,0,-118.3735,34.2017743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.617078599754954,0.01137317390336,0,0,71.95349154592246,0,0,0,16.617078599754954,0.0,0.01137317390336,4.0,0.3323415719950991,0,0.0,0.0,0,0,0,0,0,0,1.137317390336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,0,0,-118.3060064,33.955817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93339643821597,0.01670670232934,0,0,47.03292638919417,0,0,0,16.93339643821597,0.0,0.01670670232934,3.0,0.3386679287643194,0,0.0,0.0,0,0,0,0,0,0,1.670670232934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,0,0,-117.733488,34.0655446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7458887232266167,0.0349313661912,0,0,68.15363216534551,0,0,0,3.7458887232266167,0.0,0.0349313661912,14.0,0.07491777446453234,0,0.0,0.0,0,0,0,0,0,0,3.49313661912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,-118.2191865,34.0958997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.930334713405113,0.1799193277256,0,0,81.03497418343623,0,0,0,9.930334713405113,0.0,0.1799193277256,6.0,0.19860669426810226,0,0.0,0.0,0,0,0,0,0,0,17.99193277256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,0,0,-118.3585667,33.9355194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.680183296351313,0.01644456224164,0,0,65.06681810802452,0,0,0,19.680183296351313,0.0,0.01644456224164,3.0,0.3936036659270263,0,0.0,0.0,0,0,0,0,0,0,1.644456224164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,-118.3931857,34.2178043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.600497123441077,0.1308831901882,0,0,51.9983274513935,0,0,0,17.600497123441077,0.0,0.1308831901882,3.0,0.35200994246882156,0,0.0,0.0,0,0,0,0,0,0,13.08831901882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,0,0,-118.2615014,34.0992543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79957028900222,0.1122885119938,0,0,56.314033854865535,0,0,0,11.79957028900222,0.0,0.1122885119938,5.0,0.2359914057800444,0,0.0,0.0,0,0,0,0,0,0,11.22885119938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,0,0,-118.2979144,34.0598537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.258030714373128,0.0453600079188,0,0,45.01277111120315,0,0,0,14.258030714373128,0.0,0.0453600079188,4.0,0.28516061428746253,0,0.0,0.0,0,0,0,0,0,0,4.53600079188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,0,0,-118.1568541,33.9568671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.570498831709891,0.01049444164546,0,0,49.4581851249843,0,0,0,9.570498831709891,0.0,0.01049444164546,6.0,0.19140997663419781,0,0.0,0.0,0,0,0,0,0,0,1.049444164546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,0,0,-118.1040706,34.0873483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73668740802828,0.1246083559592,0,0,56.02231033118657,0,0,0,5.73668740802828,0.0,0.1246083559592,9.0,0.11473374816056561,0,0.0,0.0,0,0,0,0,0,0,12.46083559592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,0,0,-118.356077,34.088781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.443293522652418,0.0789328049348,0,0,47.27880388380808,0,0,0,16.443293522652418,0.0,0.0789328049348,4.0,0.3288658704530483,0,0.0,0.0,0,0,0,0,0,0,7.89328049348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,-118.1118571,33.8819978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.180185531195047,0.1829510324044,0,0,63.30638016670046,0,0,0,9.180185531195047,0.0,0.1829510324044,6.0,0.18360371062390093,0,0.0,0.0,0,0,0,0,0,0,18.29510324044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,0,-117.8734311,33.8856733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120218864516854,0.0312916022258,0,0,48.64653853214352,0,0,0,3.120218864516854,0.0,0.0312916022258,17.0,0.062404377290337085,0,0.0,0.0,0,0,0,0,0,0,3.12916022258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,-117.8974673,34.1278377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2262167382021834,0.0451981224816,0,0,31.411128492921186,0,0,0,2.2262167382021834,0.0,0.0451981224816,23.0,0.04452433476404367,0,0.0,0.0,0,0,0,0,0,0,4.51981224816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,0,0,-117.7163166,34.1151327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1503378034904586,0.538527400612,0,0,73.9724455392767,0,0,0,4.1503378034904586,0.0,0.538527400612,13.0,0.08300675606980917,0,0.0,0.0,0,0,0,0,0,0,53.8527400612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,0,0,-117.9670861,33.9887718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4354171783868124,0.310941624778,0,0,71.72109949379667,0,0,0,0.4354171783868124,0.0,0.310941624778,115.0,0.008708343567736247,0,0.0,0.0,0,0,0,0,0,0,31.0941624778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,0,0,-118.1226575,34.1008206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.803630178250551,0.379990937492,0,0,32.82644379062735,0,0,0,5.803630178250551,0.0,0.379990937492,9.0,0.11607260356501102,0,0.0,0.0,0,0,0,0,0,0,37.9990937492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,0,0,-118.2892897,33.9402717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.226220413007418,0.021324238642,0,0,72.3822108648824,0,0,0,16.226220413007418,0.0,0.021324238642,4.0,0.3245244082601484,0,0.0,0.0,0,0,0,0,0,0,2.1324238642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,0,0,-118.4301215,33.9871653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.795437163808693,0.1400397784334,0,0,77.65968505835022,0,0,0,21.795437163808693,0.0,0.1400397784334,3.0,0.43590874327617385,0,0.0,0.0,0,0,0,0,0,0,14.00397784334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,0,0,-118.2989375,34.0508759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.505354401137325,0.0265947235962,0,0,68.36069787837472,0,0,0,14.505354401137325,0.0,0.0265947235962,4.0,0.2901070880227465,0,0.0,0.0,0,0,0,0,0,0,2.65947235962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,0,-118.1014714,33.9696904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7282216446805005,0.00331850560996,0,0,62.125505855148404,0,0,0,6.7282216446805005,0.0,0.00331850560996,8.0,0.13456443289361,0,0.0,0.0,0,0,0,0,0,0,0.33185056099599997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0,0,-117.8360254,34.6311062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.911540513315634,0.026207952584,0,0,48.26463423034653,0,0,0,10.911540513315634,0.0,0.026207952584,5.0,0.2182308102663127,0,0.0,0.0,0,0,0,0,0,0,2.6207952584000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,-118.0844848,33.9703426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.893679235831808,0.00334504563044,0,0,53.59133790782177,0,0,0,5.893679235831808,0.0,0.00334504563044,9.0,0.11787358471663616,0,0.0,0.0,0,0,0,0,0,0,0.334504563044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,-118.4945615,34.3273727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.459252421173176,0.349687818286,0,0,48.264871791723465,0,0,0,22.459252421173176,0.0,0.349687818286,3.0,0.4491850484234635,0,0.0,0.0,0,0,0,0,0,0,34.9687818286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,0,0,-118.2694722,34.0592371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.006794679098341,0.00571311032334,0,0,58.79659647427033,0,0,0,13.006794679098341,0.0,0.00571311032334,4.0,0.2601358935819668,0,0.0,0.0,0,0,0,0,0,0,0.571311032334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,0,0,-118.4079632,34.2500121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42621754627783,0.0217158407878,0,0,48.807717665384516,0,0,0,18.42621754627783,0.0,0.0217158407878,3.0,0.3685243509255566,0,0.0,0.0,0,0,0,0,0,0,2.17158407878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,0,0,-118.194611,34.0423232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.426444680630542,0.00688692614932,0,0,49.46618953112033,0,0,0,10.426444680630542,0.0,0.00688692614932,5.0,0.20852889361261084,0,0.0,0.0,0,0,0,0,0,0,0.688692614932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,0,0,-117.7335433,34.039394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5149187569885365,0.0310551616192,0,0,43.99043487417287,0,0,0,4.5149187569885365,0.0,0.0310551616192,12.0,0.09029837513977074,0,0.0,0.0,0,0,0,0,0,0,3.1055161619200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,-118.2456045,33.9592039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91776329985703,0.01451466662666,0,0,52.76093977364953,0,0,0,13.91776329985703,0.0,0.01451466662666,4.0,0.2783552659971406,0,0.0,0.0,0,0,0,0,0,0,1.451466662666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,0,0,-118.2717381,33.9767471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.123767075929944,0.0,0,0,56.916106792334084,0,0,0,15.123767075929944,0.0,0.0,4.0,0.3024753415185989,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,0,0,-118.3267639,34.1855023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.264915321316154,0.1850498766832,0,0,56.19925326678517,0,0,0,14.264915321316154,0.0,0.1850498766832,4.0,0.2852983064263231,0,0.0,0.0,0,0,0,0,0,0,18.50498766832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,0,0,-118.20287,33.8852032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.948731337562993,0.01617507506356,0,0,53.16720579857005,0,0,0,12.948731337562993,0.0,0.01617507506356,4.0,0.2589746267512599,0,0.0,0.0,0,0,0,0,0,0,1.617507506356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,0,0,-118.2196285,34.2213971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92916227226997,0.411251707934,0,0,45.500116036426775,0,0,0,8.92916227226997,0.0,0.411251707934,6.0,0.17858324544539939,0,0.0,0.0,0,0,0,0,0,0,41.1251707934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
