











who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,sturcbo?,rturcbo?,stakeholder?,sown-pref,sown-power,sown-eu,scbo-pref,scbo-power,scbo-eu,stemp-eu,regulator?,rown-pref,rown-power,rown-eu,rcbo-pref,rcbo-power,rcbo-eu,rtemp-eu,scboprefrange1,scboprefrange2,scboprefrange3,scboprefrange4,scboprefrange5,scboprefrange6,scboprefrange7,scboprefrange8,scboprefrange9,scboprefrange10,rcboprefrange1,rcboprefrange2,rcboprefrange3,rcboprefrange4,rcboprefrange5,rcboprefrange6,rcboprefrange7,rcboprefrange8,rcboprefrange9,rcboprefrange10,own-pref,own-power,out-links,in-links,ideo,idatt,ave-id,id2,pref,tpreference,power,prox,proximity,turcbo,salience,im,pent,message,minlen,ran,temp-eu,minpref,own-eu,cbo-pref,cbo-power,cbo-eu,prefrange1,prefrange2,prefrange3,prefrange4,prefrange5,prefrange6,prefrange7,prefrange8,prefrange9,prefrange10,cboprefrange1,cboprefrange2,cboprefrange3,cboprefrange4,cboprefrange5,cboprefrange6,cboprefrange7,cboprefrange8,cboprefrange9,cboprefrange10,projoim
1775,0,0,-118.3740144,34.2442509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.807898247542653,0.0517388717402,0,0,38.01637361822255,41.8147362564003,0,0,23.807898247542653,1.3811105189047799,0.0517388717402,17.238228166144378,0.058010602386850005,1,0.058010602386850005,0.030657245559987962,0,0,0,76,0,0,5.17388717402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,0,0,-118.4276946,34.1813073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.10373840200363,0.1255042812008,0,0,62.98866013879526,57.78979412491574,0,0,31.10373840200363,1.3740644639352515,0.1255042812008,22.63630216658401,0.04417682679091519,1,0.04417682679091519,0.0050208235023311235,0,0,0,11,0,0,12.550428120080001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,-118.2774823,34.0304686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.024217882988147,0.0,0,0,51.56223161817134,51.40600845635421,0,0,29.024217882988147,1.927912575063821,0.0,15.054737573889906,0.06642427309622083,1,0.06642427309622083,0.02,0,0,0,50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,0,0,-117.8769224,34.09391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.769942263224095,0.0486055444934,0,0,54.40512150393359,52.96460935354023,0,0,32.769942263224095,4.120910413603493,0.0486055444934,7.9521122699119084,0.12575275172907963,1,0.12575275172907963,0.01672107674006219,0,0,0,40,0,0,4.86055444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4444,0,0,-117.9704857,34.0819002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.132664405025906,0.01926082194898,0,0,38.1759875200852,36.35838876807668,0,0,40.132664405025906,17.62102489756182,0.01926082194898,2.2775442766997602,0.43906940041975134,1,0.43906940041975134,0.009221823523197736,0,0,0,20,0,0,1.926082194898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745,0,0,-117.8108727,33.9778744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.414391810657136,0.701103975,0,0,62.349590718036765,60.51463164623309,0,0,56.414391810657136,29.51271066764493,0.701103975,1.9115286442497053,0.5231415197508119,1,0.5231415197508119,0.09208932354359876,0,0,0,44,0,0,70.1103975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,0,0,-118.1690995,33.919459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.806163527616945,0.01393290029258,0,0,55.01967693288497,58.41770923959647,0,0,32.806163527616945,2.3602780857850765,0.01393290029258,13.899278955812084,0.07194617815637427,1,0.07194617815637427,0.03571838786923522,0,0,0,89,0,0,1.393290029258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,-118.3864277,34.6789981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.147019226418195,0.150250485147,0,0,48.93759740385926,44.84383766347333,0,0,31.147019226418195,5.435217394911492,0.150250485147,5.730593086410557,0.1745020078936306,1,0.1745020078936306,0.006139918581673514,0,0,0,8,0,0,15.025048514700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,0,0,-118.0838177,34.7098268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.56141858879471,0.00405350560492,0,0,53.73094596744301,49.65785137069871,0,0,27.56141858879471,1.5062276140553688,0.00405350560492,18.29830918753927,0.054649858068907105,1,0.054649858068907105,0.005221979807473091,0,0,0,13,0,0,0.405350560492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,0,0,-118.483648,34.1915391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.448284096449356,0.01223533356016,0,0,41.626546756288924,47.26389208066003,0,0,25.448284096449356,0.9244537373463524,0.01223533356016,27.52791520914691,0.036326761122386864,1,0.036326761122386864,0.03924071959941453,0,0,0,98,0,0,1.223533356016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,0,0,-118.3662713,34.0665667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3545106203962,0.33260127817,0,0,64.2466499971316,62.52198499741844,0,0,33.3545106203962,1.3965654484760046,0.33260127817,23.88324203265529,0.04187036243373957,1,0.04187036243373957,0.02047219803156024,0,0,0,47,0,0,33.260127817000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,0,0,-118.294747,34.0508784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.59048295144922,0.01506223238114,0,0,57.10557808075948,59.195020272683536,0,0,32.59048295144922,1.9508485900982073,0.01506223238114,16.70579824434688,0.059859456302149026,1,0.059859456302149026,0.031305782885296125,0,0,0,78,0,0,1.506223238114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,0,0,-117.9631374,34.135987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.40872783468168,0.20531604659,0,0,67.22725555126446,64.10452999613801,0,0,90.40872783468168,105.51867131980063,0.20531604659,0.8568031297577231,1.1671292567322535,1,1.1671292567322535,0.09239283517251991,0,0,0,36,0,0,20.531604659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,-118.1389191,33.8926991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.614751583396185,0.070393283674,0,0,65.21694410697346,62.99524969627611,0,0,34.614751583396185,2.1579713518984573,0.070393283674,16.040412933630535,0.06234253470516256,1,0.06234253470516256,0.01774686408232439,0,0,0,43,0,0,7.0393283674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,0,0,-117.8378575,33.9791723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.74731688930767,0.1992029367148,0,0,53.76448485669583,56.98803637102625,0,0,51.74731688930767,24.06591633493967,0.1992029367148,2.1502325599868914,0.46506597407589084,1,0.46506597407589084,0.051658404351149566,0,0,0,86,0,0,19.92029367148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,0,0,-118.1083398,34.1436068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.21968590637577,0.29271163989,0,0,64.1778345116487,62.06005106048383,0,0,57.21968590637577,29.971282814340693,0.29271163989,1.9091503777408296,0.5237932075226772,1,0.5237932075226772,0.0487825960318935,0,0,0,43,0,0,29.271163988999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,-118.4036659,34.1920771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.07594270945925,0.0462359343978,0,0,58.7905976454816,57.211537880933435,0,0,31.07594270945925,1.5352595705524203,0.0462359343978,20.24149095405244,0.04940347537985068,1,0.04940347537985068,0.017455542978835562,0,0,0,43,0,0,4.6235934397800005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,0,-118.2485182,34.07027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.96307522096279,0.0483658037608,0,0,62.54445644967167,66.19001080470451,0,0,36.96307522096279,2.8595151133047443,0.0483658037608,12.926343717849608,0.07736139637221076,1,0.07736139637221076,0.04009788988855611,0,0,0,99,0,0,4.83658037608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,-118.2785335,34.1060735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.69736157215113,0.37345605272,0,0,57.09294649255022,52.8836518432952,0,0,29.69736157215113,1.9336163864806324,0.37345605272,15.358455679103539,0.06511071301007064,1,0.06511071301007064,0.008599634675411161,0,0,0,15,0,0,37.345605272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,0,0,-118.1623238,33.9080496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.15187387148223,0.076763828839,0,0,52.091082755262406,55.58197447973617,0,0,31.15187387148223,2.0939583288878927,0.076763828839,14.877026654120227,0.06721773263228292,1,0.06721773263228292,0.035378664931517104,0,0,0,87,0,0,7.6763828839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,-118.3417855,33.8995027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57182340466233,0.1550354914892,0,0,41.09623652558881,45.286612873029924,0,0,24.57182340466233,0.9477435674842385,0.1550354914892,25.926658062040577,0.038570339362947355,1,0.038570339362947355,0.03372896200324633,0,0,0,83,0,0,15.503549148920001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0,0,-118.3898437,34.0948646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.904213639460064,0.638370757726,0,0,55.155849367298664,53.5402644305688,0,0,28.904213639460064,1.2336789081675321,0.638370757726,23.42928410958527,0.04268162848351329,1,0.04268162848351329,0.018435160341830972,0,0,0,39,0,0,63.8370757726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,0,0,-117.7509581,33.9851635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.1178544572582,0.312562870176,0,0,61.88163881609678,59.493474934487104,0,0,120.1178544572582,217.1036935549287,0.312562870176,0.5532741174984551,1.807422339800293,1,1.807422339800293,0.2594907929000213,0,0,0,38,0,0,31.2562870176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
